0;42.68;985.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16;23;26;16;23;26;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;0;0.00;0.00;0.00;0.00
1;44.46;985.23;214.36;0.08;0.04;0.01;-5.05;3.53;-2.62;16;23;27;16;23;27;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.71;24.12;0.00;66.17
2;44.51;985.24;221.44;0.07;0.04;0.00;-0.05;0.05;0.00;16;23;27;16;23;27;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;8.67;27.60;0.00;63.74
3;44.54;985.24;221.68;0.08;0.03;0.01;0.04;0.12;-0.04;16;23;27;16;23;27;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.29;29.60;0.00;61.11
4;44.56;985.22;223.63;0.07;0.04;0.01;0.05;0.02;-0.06;16;23;27;16;23;27;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;8.73;22.91;0.00;68.36
5;44.59;985.22;231.81;0.07;0.04;0.01;0.04;0.01;-0.10;16;23;27;16;23;27;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;3;90.11;0.04;0.00;9.85
6;44.63;985.22;228.76;0.07;0.04;0.01;0.03;-0.04;0.09;16;23;27;16;23;27;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;2;37.50;0.00;0.00;62.50
7;44.65;985.24;224.85;0.07;0.03;0.01;-0.07;-0.05;0.03;16;23;27;16;23;27;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;4;4.53;14.48;0.00;80.99
8;44.67;985.22;224.00;0.08;0.04;0.01;-0.08;-0.08;-0.00;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;0.47;4.65;0.00;94.88
9;44.71;985.20;230.96;0.08;0.04;0.00;0.10;-0.15;0.11;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;03.9;05.1;0.00;91.89
10;44.73;985.20;231.57;0.07;0.03;0.01;0.21;0.08;-0.10;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.18;24.99;0.00;65.83
11;44.76;985.21;226.20;0.07;0.03;0.02;0.04;-0.07;-0.04;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;1;70.51;0.04;0.00;29.45
12;44.78;985.17;229.00;0.07;0.03;0.02;0.12;0.06;0.11;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;32.13;05.8;0.00;62.80
13;44.80;985.21;216.19;0.07;0.03;0.01;0.08;-0.07;-0.07;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;4;0.07;24.4;0.00;75.89
14;44.82;985.20;230.59;0.07;0.03;0.01;-0.16;-0.08;0.06;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;8.87;27.76;0.00;63.37
15;44.83;985.20;209.35;0.07;0.04;0.01;0.10;-0.01;0.06;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;0.05;26.15;0.00;73.80
16;44.86;985.17;221.80;0.07;0.03;0.01;-0.11;-0.09;0.11;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;3;0.00;30.53;0.00;69.47
17;44.88;985.16;220.95;0.08;0.03;0.01;-0.12;-0.01;-0.03;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;2;0.00;28.37;0.00;71.63
18;44.90;985.17;210.69;0.08;0.03;0.01;-0.04;0.07;0.14;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;3;3.56;19.59;0.00;76.85
19;44.92;985.19;228.64;0.07;0.04;0.01;0.08;0.03;0.09;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;8.58;15.81;0.00;75.61
20;44.94;985.16;246.83;0.07;0.03;0.01;-0.07;-0.03;-0.08;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;4;0.01;27.1;0.00;72.98
21;44.97;985.14;169.43;0.07;0.04;0.00;0.04;-0.05;-0.03;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;9.33;25.36;0.00;65.31
22;44.99;985.19;187.50;0.07;0.04;0.01;0.01;-0.02;-0.17;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.77;26.87;0.00;63.36
23;45.01;985.16;203.86;0.07;0.04;0.01;0.11;-0.12;-0.04;16;23;27;16;23;27;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.63;25.99;0.00;64.39
24;45.03;985.17;218.02;0.08;0.04;0.02;-0.04;0.16;0.11;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.90;25.56;0.00;64.55
25;45.05;985.17;217.53;0.07;0.03;0.01;-0.15;0.07;0.07;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;9.42;25.58;0.00;65.00
26;45.07;985.15;213.99;0.07;0.04;0.01;-0.07;0.11;0.03;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;8.87;25.62;0.00;65.52
27;45.09;985.16;211.67;0.07;0.04;0.01;0.01;-0.07;0.07;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.28;24.55;0.00;66.17
28;45.11;985.15;207.89;0.06;0.03;0.02;0.16;-0.23;-0.02;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;10.4;22.90;0.00;67.06
29;45.13;985.13;212.52;0.07;0.04;0.01;0.14;-0.07;-0.13;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.69;26.44;0.00;63.87
30;45.14;985.18;198.36;0.07;0.04;0.01;0.24;-0.01;-0.15;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;8;9.21;28.56;0.00;62.23
31;45.16;985.16;209.11;0.07;0.04;0.02;0.01;0.06;-0.13;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;8;9.21;26.33;0.00;64.47
32;45.18;985.14;210.08;0.07;0.03;0.01;-0.02;-0.04;-0.08;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.55;26.72;0.00;63.73
33;45.20;985.15;211.18;0.08;0.04;0.02;0.03;0.08;-0.10;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.00;23.59;0.00;67.41
34;45.22;985.15;210.21;0.08;0.03;0.01;0.03;0.03;-0.20;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.42;24.00;0.00;66.59
35;45.24;985.16;205.81;0.08;0.03;0.01;-0.10;-0.03;0.08;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.21;22.90;0.00;67.89
36;45.27;985.18;209.23;0.07;0.04;0.01;0.06;0.00;-0.17;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;0.01;28.37;0.00;71.61
37;45.28;985.16;213.01;0.07;0.03;0.01;-0.10;-0.12;-0.14;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.26;23.85;0.00;66.89
38;45.30;985.16;208.98;0.07;0.04;0.00;0.03;-0.05;-0.03;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.34;23.66;0.00;66.99
39;45.32;985.18;210.08;0.08;0.04;0.01;0.26;-0.04;-0.19;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.48;26.57;0.00;63.96
40;45.34;985.14;202.88;0.07;0.04;0.01;-0.00;-0.08;-0.07;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.62;25.78;0.00;64.60
41;45.35;985.17;205.57;0.07;0.03;0.01;-0.03;0.05;-0.08;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.63;23.80;0.00;66.58
42;45.37;985.18;199.71;0.07;0.04;0.01;0.08;-0.05;0.06;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.34;25.83;0.00;64.83
43;45.39;985.15;204.59;0.07;0.04;0.01;-0.03;-0.01;-0.01;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.34;23.29;0.00;67.37
44;45.41;985.20;218.75;0.07;0.04;0.01;0.05;0.06;-0.17;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.62;28.98;0.00;61.39
45;45.43;985.17;212.28;0.07;0.03;0.01;-0.04;-0.06;0.02;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;9.21;24.1;0.00;66.77
46;45.44;985.15;214.48;0.07;0.03;0.00;0.08;-0.04;0.25;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.00;24.92;0.00;66.08
47;45.46;985.18;217.90;0.07;0.03;0.01;-0.04;0.01;0.19;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.21;25.81;0.00;64.98
48;45.48;985.16;210.94;0.07;0.04;0.01;0.11;-0.04;0.23;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;9.55;26.66;0.00;63.78
49;45.50;985.18;203.98;0.08;0.04;0.00;0.00;-0.01;-0.06;17;24;28;17;24;28;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.55;24.98;0.00;65.46
50;45.52;985.20;220.95;0.07;0.03;0.01;-0.00;-0.13;-0.16;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;7;9.21;25.36;0.00;65.43
51;45.53;985.18;215.09;0.08;0.05;0.02;0.03;-0.10;-0.17;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;9.42;26.40;0.00;64.18
52;45.55;985.16;207.89;0.06;0.04;0.01;0.09;-0.15;0.09;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;9.62;24.84;0.00;65.53
53;45.57;985.16;218.87;0.07;0.04;0.01;0.10;-0.07;-0.03;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;4;9.42;27.12;0.00;63.46
54;45.59;985.18;231.93;0.07;0.04;0.02;-0.03;-0.10;-0.04;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;5;9.55;23.15;0.00;67.29
55;45.60;985.18;164.55;0.07;0.04;0.01;0.01;-0.06;-0.17;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;11;17.95;25.55;0.00;56.50
56;45.62;985.18;203.00;0.08;0.03;0.01;-0.13;0.08;0.16;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;0.12;48.82;0.00;51.07
57;45.64;985.20;225.95;0.08;0.03;0.01;-0.00;-0.10;0.00;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;3;0.00;32.83;0.00;67.17
58;45.66;985.20;227.66;0.07;0.03;0.00;0.00;-0.12;-0.04;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;4;0.02;59.33;0.00;40.65
59;45.67;985.20;186.52;0.07;0.04;0.01;0.13;-0.26;0.20;17;25;29;17;25;29;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;6;16.66;64.55;0.00;18.79
60;45.69;985.23;230.10;0.06;0.04;0.02;-0.15;-0.14;0.08;18;26;30;18;26;30;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;4;0.03;48.11;0.00;51.87
61;45.70;985.22;226.93;0.07;0.03;0.01;0.12;-0.03;0.07;18;26;30;18;26;30;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;4;0.00;49.60;0.00;50.40
62;45.72;985.21;248.17;0.07;0.03;0.01;-0.06;-0.14;0.13;18;26;30;18;26;30;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;3;0.00;46.47;0.00;53.53
63;45.73;985.19;231.45;0.07;0.03;0.01;-0.08;-0.09;-0.13;18;26;30;18;26;30;0;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;3;0.00;54.87;0.00;45.13
